fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,timestamp
165,9,7,0,20,2,1,2,78,541.4000244140625,34303
4,9,80,0,9,2,1,2,100,21.600000381469727,34342
4,135,7,0,1,2,9,2,100,1486.0999755859375,34377
4,9,7,0,1,2,5,2,88,683.7000122070312,34412
32,50,7,0,13,2,1,2,100,149.10000610351562,34446
544,202,472,205,653,0,26,73,100,6952.0,34483
317,0,0,0,0,2,1,11,99,1008.7000122070312,34534
4,48,96,0,62,2,6,2,99,957.0999755859375,34565
75,15,7,0,1,2,1,2,100,239.6999969482422,34599
143,0,0,0,0,2,1,14,98,455.20001220703125,34636
4,9,7,0,830,2,1,2,84,835.9000244140625,34671
94,0,192,560,738,0,75,106,41,14238.099609375,34707
136,13,7,0,95,2,1,2,100,526.9000244140625,34743
66,9,130,10,152,2,1,2,100,370.70001220703125,34776
162,0,0,8,0,2,1,29,98,540.5,34826
731,9,898,201,1,2,1,2,100,2615.5,34860
938,683,177,783,0,0,1,1,100,3913.60009765625,34896
4,83,116,0,1,2,1,14,100,96.4000015258789,34931
4,9,77,7,1,2,1,2,98,16.799999237060547,34965
4,9,7,0,1,2,1,141,5,3069.199951171875,34999
300,439,196,0,137,0,5,74,1,10236.7998046875,35033
71,0,0,11,0,2,1,32,98,255.60000610351562,35085
14,9,78,0,137,2,12,2,87,2041.9000244140625,35119
4,9,25,0,1,2,1,31,100,39.70000076293945,35153
4,909,7,0,1,2,1,2,95,906.9000244140625,35187
720,870,792,888,395,1,12,106,95,5710.5,35223
0,0,0,18,0,2,1,52,96,62.400001525878906,35260
4,9,7,13,40,2,1,2,100,51.5,35294
4,9,7,0,1,2,1,2,100,8.300000190734863,35328
558,338,369,10,1000,0,22,0,100,6660.0,35364
0,0,0,16,0,2,1,35,98,40.400001525878906,35412
4,9,31,0,62,2,1,2,93,70.0999984741211,35448
106,9,16,1,12,2,1,6,100,348.8999938964844,35482
1000,872,908,35,315,1,1,49,46,4495.0,35520
0,0,0,27,0,2,1,52,97,71.69999694824219,35558
4,9,243,0,1,2,1,2,90,32.099998474121094,35592
75,9,96,0,1,2,1,6,100,246.5,35625
4,9,7,0,1,2,1,2,100,8.300000190734863,35659
0,0,0,14,0,2,1,60,96,66.9000015258789,35710
816,140,256,876,46,0,1,97,68,3770.60009765625,35745
786,1000,65,597,11,0,1,72,28,3906.10009765625,35782
4,9,7,0,133,2,1,28,100,166.10000610351562,35817
4,85,7,0,1,2,1,23,100,104.80000305175781,35851
0,136,104,740,0,1,37,84,66,6940.7998046875,35887
4,9,296,0,1,0,1,2,100,37.0,35924
147,9,56,10,4,2,1,40,97,516.7999877929688,35971
620,0,382,0,0,1,1,57,100,2066.0,36007
0,0,0,17,0,2,1,43,97,50.79999923706055,36053
4,9,7,0,1,2,1,195,100,215.6999969482422,36089
4,9,7,0,1,2,4,12,100,524.5,36129
57,9,209,0,1,2,1,2,100,196.10000610351562,36164
67,37,394,486,648,0,3,111,78,1869.0999755859375,36201
71,0,0,8,0,2,1,24,98,243.5,36235
892,9,7,0,1,2,1,2,100,2848.10009765625,36277
4,84,39,7,174,2,1,2,100,255.89999389648438,36318
4,9,14,75,10,2,1,17,97,106.5,36351
830,9,7,0,1,2,1,10,100,2657.800048828125,36386
81,0,0,12,0,2,1,32,98,288.70001220703125,36426
4,9,7,99,9,2,3,21,100,468.3999938964844,36461
451,932,44,0,0,2,1,132,20,3073.60009765625,36504
4,9,57,0,1,2,1,2,98,13.399999618530273,36540
231,968,199,0,53,0,22,96,30,5642.2998046875,36577
4,27,73,0,1,2,1,2,100,29.100000381469727,36611
169,0,40,9,0,2,1,27,99,564.5,36645
4,9,7,0,1,0,1,2,100,8.300000190734863,36679
4,9,114,0,1,2,5,2,100,693.4000244140625,36714
4,52,155,0,1,2,1,2,100,59.79999923706055,36748
4,9,7,0,909,2,1,2,100,914.5,36782
449,422,359,622,528,2,54,0,100,11508.900390625,36817
580,9,7,0,1,2,1,2,100,1849.699951171875,36852
176,0,0,12,0,2,1,21,99,580.5999755859375,36885
206,0,81,11,0,2,1,28,99,690.0999755859375,36920
874,670,132,28,79,2,4,15,100,4056.5,36955
52,9,178,0,88,2,1,17,100,280.1000061035156,36991
4,64,663,0,634,2,1,120,100,882.2000122070312,37025
1000,159,200,233,200,0,65,50,74,14489.2998046875,37062
247,0,73,12,0,2,1,26,97,819.7000122070312,37095
379,28,1000,0,170,2,18,146,79,4564.7001953125,37130
252,52,191,8,18,2,1,20,99,895.2000122070312,37164
4,9,7,0,86,2,1,2,100,91.5,37198
0,249,802,76,175,0,19,0,45,3518.5,37235
266,41,182,10,31,2,1,17,99,939.5,37271
4,823,7,0,1,2,1,2,100,820.5,37303
4,9,7,0,545,2,8,194,100,1943.0,37336
4,81,7,0,1,2,13,21,100,2129.199951171875,37370
4,9,7,0,1,2,1,2,56,9.899999618530273,37404
0,0,0,15,0,2,1,48,97,54.0,37454
0,13,982,816,16,0,10,91,86,2530.0,37490
4,9,216,0,1,2,50,25,100,8337.400390625,37525
73,4,28,13,2,2,1,37,98,274.1000061035156,37565
672,296,941,479,735,2,45,107,69,10985.099609375,37601
0,0,0,17,0,2,1,39,98,45.900001525878906,37645
661,9,7,348,1,2,90,2,100,17323.30078125,37680
0,353,220,489,529,0,30,42,33,6051.89990234375,37716
35,0,0,12,0,2,1,30,98,139.39999389648438,37748
985,9,812,0,1,2,79,2,100,16415.80078125,37782
4,99,7,0,1,2,1,2,100,96.5,37812
4,29,7,15,1,2,5,2,100,706.2999877929688,37846
40,0,0,14,0,2,1,33,98,161.5,37879
4,9,7,0,1,2,1,81,100,91.9000015258789,37913
1000,666,538,462,0,2,3,193,37,4845.0,37946
4,9,7,0,1,2,1,167,100,185.6999969482422,37981
20,1000,445,734,190,0,60,8,78,11375.900390625,38017
117,657,262,311,151,1,1,110,26,1685.5999755859375,38054
84,0,20,12,0,2,1,31,99,297.8999938964844,38086
88,0,0,14,0,2,1,28,99,308.70001220703125,38118
799,789,205,512,625,0,23,108,19,8394.7998046875,38154
4,9,7,0,276,2,1,196,100,491.6000061035156,38189
142,43,199,0,1,2,20,2,100,3710.60009765625,38225
720,15,0,0,276,2,6,41,92,3470.699951171875,38259
103,0,40,14,0,2,1,31,99,362.70001220703125,38296
794,330,0,281,0,2,3,197,54,3643.0,38335
937,9,7,0,347,2,1,2,100,3338.10009765625,38378
123,0,36,14,0,2,1,31,98,426.6000061035156,38413
4,9,7,0,1,1,1,2,87,8.699999809265137,38448
126,26,95,12,9,2,1,27,99,458.20001220703125,38482
4,9,7,0,1,2,1,19,69,34.400001525878906,38518
0,83,641,375,0,0,22,182,69,4220.0,38563
4,9,100,54,1,2,1,19,100,81.0,38607
305,0,303,227,146,2,6,71,70,2305.699951171875,38652
4,9,527,0,2,2,1,2,100,60.5,38687
0,9,361,0,1,2,26,2,100,4256.39990234375,38721
133,20,91,13,15,2,1,26,99,479.8999938964844,38754
0,0,0,16,0,2,1,41,98,46.900001525878906,38802
129,202,472,133,653,0,26,73,67,5648.39990234375,38839
114,17,80,0,1,2,1,2,100,372.79998779296875,38875
4,808,7,0,1,2,1,2,100,805.5,38917
36,2,14,15,1,2,1,36,98,153.89999389648438,38956
94,952,246,560,738,0,75,200,100,14821.2001953125,38992
4,9,13,94,1,1,1,2,98,102.69999694824219,39029
938,683,177,783,145,0,1,1,13,4065.699951171875,39069
0,0,0,16,0,2,1,37,98,42.70000076293945,39114
17,0,0,14,0,2,1,32,98,86.0999984741211,39154
4,462,7,0,1,2,1,2,100,459.5,39189
4,9,7,204,1,2,1,2,100,223.39999389648438,39224
300,439,196,549,137,0,56,32,36,11029.599609375,39259
153,9,69,0,1,2,5,8,97,1172.300048828125,39294
4,9,7,0,1,2,1,137,100,152.6999969482422,39328
20,0,0,15,0,2,1,34,98,99.69999694824219,39362
720,45,792,888,264,1,19,106,95,6648.7998046875,39397
344,9,7,0,1,2,1,2,100,1094.5,39432
42,0,10,14,0,2,1,33,98,167.89999389648438,39473
558,338,369,463,11,0,22,32,99,5852.2001953125,39508
44,0,0,15,0,2,1,31,98,172.60000610351562,39543
4,9,7,660,1,2,1,2,100,725.0,39577
1000,872,908,35,719,1,1,49,46,4899.0,39613
816,140,256,464,46,0,1,97,68,3317.39990234375,39649
51,0,20,15,0,2,1,33,98,198.39999389648438,39689
598,84,7,0,1,2,1,2,61,1983.800048828125,39722
4,105,221,0,1,2,9,2,99,1467.199951171875,39757
750,9,835,0,1,2,93,32,100,18065.400390625,39792
61,0,18,15,0,2,1,33,98,230.1999969482422,39832
708,451,0,597,11,0,1,72,53,3107.10009765625,39868
653,156,7,0,1,2,1,2,100,2230.300048828125,39903
63,13,47,14,4,2,1,31,98,240.89999389648438,39934
4,9,7,0,1,2,1,2,67,9.199999809265137,39968
66,10,45,14,7,2,1,30,98,251.89999389648438,40002
0,0,0,740,0,1,4,167,66,1569.9000244140625,40038
4,9,7,184,148,2,1,2,98,347.8999938964844,40073
620,0,382,0,0,1,1,72,100,2082.89990234375,40109
67,37,776,486,648,2,3,50,78,1814.300048828125,40145
4,375,7,0,1,2,1,2,100,372.5,40181
0,0,0,16,0,2,1,38,98,43.79999923706055,40232
1000,765,44,0,69,2,1,132,20,4732.39990234375,40268
4,9,905,0,1,2,1,2,100,97.9000015258789,40303
18,1,7,15,0,2,1,35,98,94.0999984741211,40342
839,695,199,0,53,0,22,96,30,7314.89990234375,40378
583,9,196,0,1,0,1,2,100,1878.0,40411
0,0,0,16,0,2,1,36,98,41.5,40455
4,9,7,213,1,2,1,2,49,235.6999969482422,40489
8,0,0,15,0,2,1,33,98,61.400001525878906,40523
4,180,7,0,1,2,1,2,100,177.5,40557
10,0,0,16,0,2,1,34,98,69.5999984741211,40593
1000,10,359,622,528,2,54,179,94,13425.5,40628
874,670,132,28,79,1,4,15,100,4056.5,40665
1000,159,794,233,414,0,65,50,74,14760.400390625,40700
21,0,5,15,0,2,1,34,98,102.9000015258789,40734
4,9,7,0,568,2,1,2,86,573.9000244140625,40769
35,55,7,0,129,2,1,2,95,280.1000061035156,40801
22,0,0,16,0,2,1,33,98,106.0999984741211,40834
4,9,7,0,1,2,1,2,100,8.300000190734863,40868
784,28,1000,201,7,2,18,146,79,5838.7998046875,40905
0,249,802,76,175,0,34,0,45,6055.0,40942
25,0,10,15,0,2,1,34,98,115.69999694824219,40984
4,9,7,0,1,1,1,2,100,8.300000190734863,41019
4,9,7,929,1,2,1,2,100,1020.9000244140625,41054
0,806,982,140,16,2,10,91,55,2550.300048828125,41090
30,0,9,16,0,2,1,34,98,132.8000030517578,41125
4,572,240,301,1,2,1,2,100,629.7000122070312,41160
31,6,23,15,2,2,1,33,98,137.1999969482422,41193
346,296,941,479,735,2,45,103,69,9935.5,41230
33,5,22,15,3,2,1,33,98,144.39999389648438,41265
0,353,220,590,529,0,30,42,33,6161.0,41301
4,9,624,260,1,2,1,2,96,321.79998779296875,41334
631,666,0,650,0,0,21,193,37,6747.39990234375,41372
0,0,0,16,0,2,1,36,98,41.5,41424
9,0,3,16,0,2,1,35,98,67.4000015258789,41470
4,9,7,0,1,2,21,2,100,3390.5,41502
20,1000,56,467,190,1,1,24,78,1361.800048828125,41536
4,9,7,0,1,2,25,2,100,4067.300048828125,41571
114,9,7,0,1,2,1,2,90,358.8999938964844,41606
0,0,0,16,0,2,1,35,98,40.400001525878906,41659
117,0,262,311,133,1,1,110,26,1290.4000244140625,41695
4,9,555,0,1,2,1,2,100,62.900001525878906,41730
74,9,11,40,1,2,12,2,97,2103.60009765625,41764
799,522,909,512,565,0,20,108,73,7139.60009765625,41799
4,9,7,172,242,2,1,2,100,428.3999938964844,41834
4,0,0,16,0,2,1,34,98,51.599998474121094,41867
41,9,7,185,1,2,1,2,100,320.1000061035156,41900
4,9,7,0,5,2,1,29,100,39.29999923706055,41934
1000,15,21,126,276,0,6,16,100,4447.0,41970
5,0,0,16,0,2,1,35,98,55.400001525878906,42003
4,9,7,752,1,2,1,2,39,829.5,42037
4,9,7,0,1,2,2,2,100,175.6999969482422,42071
10,0,2,16,0,2,1,34,98,69.5999984741211,42104
702,1000,60,281,0,0,28,197,100,8065.7998046875,42141
196,9,7,769,1,2,1,2,100,1458.5,42177
124,9,7,0,81,2,1,18,95,488.6000061035156,42211
465,285,641,375,0,0,6,182,69,3057.800048828125,42247
4,9,884,0,257,2,1,2,100,350.0,42281
11,0,0,16,0,2,1,34,98,72.5999984741211,42315
1000,0,303,0,146,2,1,71,70,3469.10009765625,42351
4,227,7,586,1,2,1,175,50,1041.9000244140625,42385
12,0,5,16,0,2,1,34,98,75.5999984741211,42418
134,102,169,0,41,2,18,2,100,3436.89990234375,42452
15,0,4,16,0,2,1,34,98,84.80000305175781,42484
4,9,7,0,307,1,1,2,100,312.5,42517
129,202,472,0,653,0,26,73,37,5717.5,42553
4,73,58,0,1,2,9,2,89,1424.5,42588
4,9,7,0,1,2,1,2,88,8.699999809265137,42622
0,0,461,560,738,0,75,200,36,14279.900390625,42659
15,3,11,16,1,2,1,34,98,86.0,42693
938,0,177,783,0,0,1,1,100,3845.39990234375,42728
16,2,11,16,1,2,1,34,98,89.0999984741211,42763
907,9,7,0,1,2,1,2,100,2896.10009765625,42798
4,2,7,0,1,2,1,2,100,9.800000190734863,42832
0,0,0,16,0,2,1,36,98,41.5,42882
300,439,841,0,137,0,5,32,36,2330.39990234375,42917
4,9,96,19,1,2,10,5,89,1544.9000244140625,42953
720,10,792,888,395,1,12,0,24,5488.2998046875,42988
4,0,1,16,0,2,1,35,98,52.400001525878906,43029
4,104,7,189,1,2,8,5,82,1385.5,43064
320,9,7,0,1,2,1,2,100,1017.7000122070312,43097
4,9,119,0,1,2,8,2,93,1201.5999755859375,43130
4,9,69,0,1,2,4,2,100,519.7999877929688,43163
0,0,0,16,0,2,1,35,98,40.400001525878906,43206
4,9,995,0,1,1,1,2,100,106.9000015258789,43239
4,9,98,0,1,2,1,24,94,41.099998474121094,43275
558,338,369,463,175,0,22,0,99,5980.2001953125,43312
4,9,7,0,1,2,6,5,93,856.0999755859375,43355
4,9,7,37,1,2,1,2,95,40.099998474121094,43390
1000,0,692,35,1000,1,1,49,46,4401.60009765625,43434
2,0,0,16,0,2,1,34,98,45.599998474121094,43477
375,9,7,801,1,2,100,2,100,18550.0,43512
4,9,7,0,137,2,1,2,86,142.89999389648438,43554
4,70,7,0,82,2,4,2,96,656.4000244140625,43590
4,9,7,0,1,1,1,2,100,8.300000190734863,43634
2,0,0,16,0,2,1,35,98,46.400001525878906,43670
4,9,7,0,225,2,10,16,98,1768.5,43706
816,140,1000,464,0,0,1,97,68,3325.10009765625,43743
132,13,7,0,1,2,1,2,100,420.1000061035156,43780
367,1000,0,597,11,0,1,72,72,2393.699951171875,43825
80,9,7,84,1,2,13,2,100,2331.800048828125,43862
4,888,7,0,1,2,1,99,100,990.0999755859375,43898
5,0,1,16,0,2,1,35,98,55.400001525878906,43934
98,9,218,96,1,2,3,2,96,751.0,43967
33,73,7,6,1,2,3,2,100,502.8999938964844,44001
5,0,0,16,0,2,1,34,98,54.599998474121094,44036
203,9,7,0,1,2,1,2,100,643.2999877929688,44071
0,329,0,740,0,1,4,200,66,1657.4000244140625,44110
833,9,7,0,1,2,32,2,100,7904.5,44145
0,0,382,0,640,0,1,57,100,722.0,44182
6,0,2,16,0,2,1,35,98,58.400001525878906,44216
61,179,144,0,1,2,1,2,96,359.20001220703125,44251
4,9,61,0,584,2,1,2,100,594.7000122070312,44284
4,9,7,0,1,2,4,37,100,551.5999755859375,44319
7,0,2,16,0,2,1,35,98,61.400001525878906,44352
67,892,394,481,0,2,2,50,78,1422.699951171875,44387
451,0,44,0,0,2,1,132,91,1587.5,44425
231,968,199,0,275,0,22,15,100,5532.89990234375,44461
7,1,5,16,0,2,1,34,98,60.599998474121094,44496
4,9,568,790,340,2,1,2,100,1206.199951171875,44530
4,9,7,0,1,2,80,2,100,13373.2998046875,44564
8,1,5,16,0,2,1,34,98,63.599998474121094,44598
4,756,7,0,1,1,1,2,100,753.5,44633
650,329,7,0,1,2,1,2,100,2393.699951171875,44667
0,0,0,16,0,2,1,35,98,40.400001525878906,44726
449,10,359,622,92,2,28,0,24,6689.5,44762
874,670,393,28,79,2,4,15,18,4130.2998046875,44799
2,0,0,16,0,2,1,35,98,46.400001525878906,44841
4,9,7,0,1,2,8,2,100,1190.9000244140625,44876
0,0,0,16,0,2,1,35,98,40.400001525878906,44921
4,9,7,0,1,2,1,2,12,23.100000381469727,44956
283,194,200,233,200,0,65,50,74,12229.900390625,44992
1,0,0,16,0,2,1,35,98,43.400001525878906,45027
1,0,0,16,0,2,1,35,98,43.400001525878906,45060
254,9,7,0,1,2,1,2,100,806.5,45095
0,251,1000,0,0,2,18,146,79,3382.60009765625,45131
4,9,7,0,982,2,10,2,100,2510.300048828125,45164
0,249,802,76,175,0,14,0,45,2673.0,45198
4,19,122,0,137,2,4,2,98,670.4000244140625,45233
4,279,7,0,1,2,1,2,100,276.5,45267
2,0,0,16,0,2,1,35,98,46.400001525878906,45302
0,13,982,140,16,2,10,91,42,1974.199951171875,45340
2,0,0,16,0,2,1,35,98,46.400001525878906,45375
0,247,941,479,735,0,45,103,69,8819.599609375,45414
4,9,823,618,1,2,1,2,100,699.4000244140625,45554
3,0,1,16,0,2,1,35,98,49.400001525878906,45589
4,9,591,0,1,2,1,2,75,67.19999694824219,45623
0,353,425,489,529,0,30,42,68,5985.10009765625,45659
4,9,849,0,1,2,1,2,72,93.0999984741211,45695
3,0,2,16,0,2,1,35,98,49.400001525878906,45728
631,666,1000,588,0,2,3,193,37,3722.60009765625,45763
20,1000,56,467,190,1,5,19,47,2049.199951171875,45800
3,0,1,16,0,2,1,35,98,49.400001525878906,45836
136,9,141,0,1,2,7,2,98,1457.0,45871
4,347,7,0,1,2,1,2,100,344.5,45903
4,9,7,0,1,2,1,2,12,23.100000381469727,45935
4,0,2,16,0,2,1,35,98,52.400001525878906,45966
4,9,7,0,1,2,1,2,57,9.800000190734863,46000
0,0,262,311,133,1,1,0,78,455.20001220703125,46036
861,671,909,0,565,0,20,66,73,7307.2001953125,46073
0,0,0,16,0,2,1,35,98,40.400001525878906,46126
384,9,7,0,1,2,1,2,100,1222.5,46161
1,0,0,16,0,2,1,35,98,43.400001525878906,46201
4,9,7,56,1,2,1,2,100,60.599998474121094,46244
0,0,0,16,0,2,1,35,98,40.400001525878906,46296
720,15,98,0,653,2,6,41,92,3855.5,46337
702,330,0,212,110,2,3,197,35,3660.39990234375,46381
4,403,7,391,1,2,1,153,58,762.7999877929688,46416
0,0,0,16,0,2,1,35,98,40.400001525878906,46452
284,9,7,0,1,2,97,2,100,17145.69921875,46487
4,9,7,0,1,2,1,2,54,10.0,46521
773,0,641,375,0,0,6,0,78,3728.39990234375,46556
305,0,0,227,0,2,14,71,70,3482.0,46594
0,0,0,16,0,2,1,35,98,40.400001525878906,46628
694,9,640,0,1,2,1,2,100,2277.60009765625,46664
129,202,472,133,0,0,1,73,67,767.9000244140625,46701
1,0,0,16,0,2,1,35,98,43.400001525878906,46735
4,9,7,0,1,2,72,2,100,12019.7001953125,46769
1,0,0,16,0,2,1,35,98,43.400001525878906,46802
94,0,1000,560,738,0,46,191,100,9397.900390625,46838
1,0,0,16,0,2,1,35,98,43.400001525878906,46873
143,9,7,0,1,2,1,2,100,451.29998779296875,46906
938,0,945,783,0,0,100,1,100,20384.80078125,46945
1,0,1,16,0,2,1,35,98,43.400001525878906,46979
4,648,7,0,436,2,1,2,100,1080.5,47012
27,9,7,26,1,2,5,2,89,767.5999755859375,47044
300,439,196,1000,728,0,5,32,36,3575.5,47083
1,0,0,16,0,2,1,35,98,43.400001525878906,47119
0,10,304,888,0,0,12,0,24,2790.300048828125,47154
4,115,7,0,1,1,1,111,100,230.6999969482422,47190
4,903,7,0,1,2,83,2,100,14774.900390625,47221
2,0,1,16,0,2,1,35,98,46.400001525878906,47254
212,9,7,0,1,2,1,85,96,766.0,47288
558,338,369,463,61,0,11,32,99,4070.699951171875,47324
4,9,7,861,110,0,1,2,36,1058.300048828125,47359
0,0,0,16,0,2,1,35,98,40.400001525878906,47409
4,633,7,0,1,2,1,2,100,630.5,47443
0,0,0,16,0,2,1,35,98,40.400001525878906,47480
0,0,45,35,1000,2,1,49,46,1136.9000244140625,47517
816,140,256,464,474,2,1,97,68,3745.39990234375,47553
367,514,0,597,11,0,61,105,40,12237.0,47591
4,9,7,0,517,2,1,2,2,627.7000122070312,47627
0,0,0,16,0,2,1,35,98,40.400001525878906,47676
0,0,0,16,0,2,1,35,98,40.400001525878906,47715
141,0,0,740,362,1,4,7,66,2119.5,47750
0,0,0,16,0,2,1,35,98,40.400001525878906,47799
0,712,382,0,640,0,57,136,71,11016.599609375,47835
4,855,432,986,1,2,1,2,100,1167.4000244140625,47871
0,0,0,16,0,2,1,35,98,40.400001525878906,47909
4,568,7,0,1,2,1,2,100,565.5,47943
0,0,0,16,0,2,1,35,98,40.400001525878906,47990
1000,9,7,0,1,0,1,2,100,3193.699951171875,48023
249,892,394,481,0,0,2,50,78,2005.0999755859375,48056
0,1000,44,0,592,1,1,100,91,1692.5,48093
329,17,542,0,275,0,22,15,100,4945.89990234375,48128
0,0,0,16,0,2,1,35,98,40.400001525878906,48166
4,9,7,366,1,2,43,2,100,7393.7998046875,48199
0,0,0,16,0,2,1,35,98,40.400001525878906,48246
4,9,7,0,1,2,1,52,100,60.599998474121094,48279
449,10,359,0,92,2,29,0,24,6288.7001953125,48316
4,255,7,492,1,2,64,2,100,11069.2998046875,48353
0,0,0,16,0,2,1,35,98,40.400001525878906,48401
4,9,7,0,549,2,1,2,100,554.5,48443
0,0,0,16,0,2,1,35,98,40.400001525878906,48494
0,0,0,16,0,2,1,35,98,40.400001525878906,48542
874,670,0,28,79,2,4,15,100,4056.5,48588
283,159,200,233,200,0,65,50,69,12200.099609375,48634
4,9,7,0,1,2,72,2,100,12019.7001953125,48679
0,0,0,16,0,2,1,35,98,40.400001525878906,48725
0,251,934,535,0,2,18,139,79,3663.300048828125,48762
4,262,7,0,1,2,1,2,100,259.5,48799
4,9,7,0,1,2,1,2,9,28.799999237060547,48837
0,0,0,16,0,2,1,35,98,40.400001525878906,48874
0,95,802,76,175,0,14,0,65,2534.39990234375,48910
0,13,982,184,16,0,10,91,100,1881.4000244140625,48949
4,9,720,0,1,2,1,2,100,79.4000015258789,48982
0,0,0,16,0,2,1,35,98,40.400001525878906,49029
0,247,941,479,735,0,75,76,69,13798.2001953125,49066
0,0,0,16,0,2,1,35,98,40.400001525878906,49105
4,9,294,73,1,2,1,2,100,101.5,49140
4,0,106,0,1,1,20,2,100,3221.89990234375,49173
516,353,425,489,529,0,30,0,86,7568.2001953125,49211
4,9,7,0,1,2,82,2,100,13711.7001953125,49247
0,0,0,16,0,2,1,35,98,40.400001525878906,49293
382,666,538,462,638,2,3,193,37,3505.39990234375,49329
0,0,0,16,0,2,1,35,98,40.400001525878906,49369
4,838,7,0,531,2,1,51,100,1418.5,49403
4,9,7,0,1,0,1,2,100,8.300000190734863,49438
0,0,0,16,0,2,1,35,98,40.400001525878906,49485
241,1000,185,0,190,1,1,38,78,1995.0,49519
0,0,0,16,0,2,1,35,98,40.400001525878906,49559
0,1000,262,751,133,1,1,0,78,1263.4000244140625,49595
4,146,7,0,1,2,1,2,100,143.5,49631
0,0,0,16,0,2,1,35,98,40.400001525878906,49677
4,9,7,0,1,2,1,2,77,9.0,49711
713,0,909,512,1000,0,1,108,73,4026.300048828125,49747
4,9,7,625,1,2,22,171,100,4365.60009765625,49782
0,0,0,16,0,2,1,35,98,40.400001525878906,49820
1000,15,0,0,276,0,6,41,92,4366.7001953125,49856
4,105,19,0,212,2,1,2,100,313.5,49892
702,478,0,0,0,2,14,197,100,5118.7998046875,49927
0,0,0,16,0,2,1,35,98,40.400001525878906,49975
465,285,290,375,0,0,8,182,69,3362.10009765625,50011
4,9,7,0,1,0,1,2,100,8.300000190734863,50046
4,9,7,0,838,2,41,2,41,7614.5,50081
0,0,0,16,0,2,1,35,98,40.400001525878906,50120
305,0,988,227,874,2,6,71,70,3102.199951171875,50157
0,0,0,16,0,2,1,35,98,40.400001525878906,50205
499,9,7,0,1,2,1,2,100,1590.5,50238
4,9,7,0,1,2,71,2,100,11850.5,50273
0,0,0,16,0,2,1,35,98,40.400001525878906,50312
129,934,472,133,0,0,1,73,67,1472.9000244140625,50348
94,0,809,560,738,0,46,191,100,9378.7998046875,50385
4,9,7,374,1,2,1,2,100,410.3999938964844,50421
0,0,0,16,0,2,1,35,98,40.400001525878906,50467
4,9,7,0,1,0,3,2,100,344.8999938964844,50501
0,0,0,16,0,2,1,35,98,40.400001525878906,50540
938,0,1000,180,0,1,1,1,100,3264.199951171875,50576
4,706,773,0,1,2,1,2,100,710.2000122070312,50609
0,0,0,16,0,2,1,35,98,40.400001525878906,50656
437,439,265,0,137,0,5,155,36,3100.300048828125,50692
0,10,984,888,0,0,14,115,26,3618.699951171875,50729
4,9,7,0,180,2,1,2,1,399.3999938964844,50764
0,0,0,16,0,2,1,35,98,40.400001525878906,50800
558,338,369,463,61,0,63,74,99,12830.599609375,50837
151,9,169,0,1,2,1,2,90,493.29998779296875,50873
4,67,7,0,74,2,9,2,98,1491.4000244140625,50908
4,9,16,0,1,2,1,2,100,9.0,50951
4,9,7,0,157,2,1,2,91,162.89999389648438,50996
4,9,7,0,1,2,12,2,100,1867.699951171875,51033
162,9,7,81,1,2,8,2,100,1758.4000244140625,51074
137,9,7,0,1,2,1,2,93,432.5,51108
119,115,127,7,2,2,1,2,100,484.1000061035156,51144
90,9,66,0,1,2,4,20,100,813.7999877929688,51179
4,9,184,0,195,2,1,22,100,239.39999389648438,51216
4,9,7,0,1,2,1,4,86,10.899999618530273,51257
4,9,7,3,1,2,1,22,100,29.100000381469727,51291
7,13,7,145,93,2,21,2,100,3589.699951171875,51326
4,192,7,44,1,2,27,2,100,4597.5,51360
4,9,71,114,1,2,1,2,100,124.4000015258789,51395
4,9,7,0,1,2,1,7,100,12.800000190734863,51431
173,9,7,0,1,2,1,0,100,543.7999877929688,51474
138,9,7,0,6,2,1,2,96,440.6000061035156,51509
4,88,111,135,98,2,1,2,100,251.60000610351562,51544
4,181,15,0,1,2,1,2,95,178.89999389648438,51579
4,9,7,0,88,2,1,2,100,93.5,51613
4,1,72,47,1,2,1,2,80,54.5,51650
4,9,37,0,200,2,1,2,81,208.6999969482422,51685
38,202,119,0,210,2,1,2,100,517.2999877929688,51720
4,47,1,0,1,2,2,7,100,219.0,51754
88,9,11,0,1,2,4,2,100,782.9000244140625,51788
4,9,7,0,1,2,1,42,90,54.79999923706055,51824
4,167,7,88,1,2,1,2,100,182.10000610351562,51858
4,9,71,0,36,2,3,2,95,386.29998779296875,51893
4,147,24,0,1,2,1,6,89,149.60000610351562,51927
4,9,179,0,63,2,7,2,100,1100.0999755859375,51960
52,49,7,178,1,2,11,35,95,2054.10009765625,51995
1,9,204,0,1,2,3,3,88,356.1000061035156,52029
4,200,7,0,1,2,1,0,99,194.0,52063
77,9,7,0,1,2,1,1,100,239.0,52097
4,9,7,60,24,2,1,4,100,89.30000305175781,52131
131,9,1,16,11,2,13,2,100,2456.5,52166
4,9,7,0,1,2,1,26,100,32.599998474121094,52200
117,9,30,55,1,2,1,2,100,420.29998779296875,52235
4,32,109,0,1,2,1,7,100,42.5,52269
4,9,7,0,1,2,12,2,93,1868.0999755859375,52303
4,60,7,0,1,2,1,2,100,57.5,52337
84,15,48,0,101,2,1,2,100,371.79998779296875,52372
