fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,timestamp
0,73,209,0,59,2,1,21,68,149.8000030517578,39014
23,23,17,0,0,2,1,7,59,84.5,39054
50,23,176,0,0,2,1,36,59,235.5,39093
0,67,33,0,0,1,6,0,59,883.7999877929688,39135
0,176,33,15,90,2,7,0,58,1254.0,39179
207,23,33,0,50,2,1,0,59,706.2000122070312,39216
0,23,75,0,97,2,1,0,59,95.5999984741211,39255
0,23,33,18,0,2,1,7,59,29.299999237060547,39299
141,23,33,67,130,2,1,15,39,669.4000244140625,39343
39,190,2,0,0,2,23,0,59,4008.0,39380
0,23,33,123,0,2,27,0,63,4443.39990234375,39421
174,224,33,0,120,1,1,0,59,870.5999755859375,39457
0,8,33,0,0,1,7,5,62,1004.9000244140625,39495
0,23,33,0,0,2,1,0,63,14.600000381469727,39531
0,125,33,0,108,2,19,0,46,3248.39990234375,39566
0,23,33,0,1,2,1,0,56,14.600000381469727,39604
216,378,370,0,594,0,1,55,49,1755.9000244140625,39638
0,132,814,418,195,0,1,179,100,872.7000122070312,39678
0,23,33,0,144,2,1,0,59,137.8000030517578,39719
0,23,33,0,0,1,1,26,59,55.79999923706055,39763
0,126,33,0,243,1,1,0,59,338.79998779296875,39803
0,23,71,0,8,2,1,0,59,24.0,39847
639,919,26,604,7,2,1,183,100,3261.0,39886
0,23,33,0,544,2,1,0,59,537.7999877929688,39930
9,23,33,127,83,2,1,18,46,267.0,39967
0,23,799,741,0,2,54,0,59,9639.599609375,40012
315,246,855,473,117,2,24,200,67,5841.5,40062
0,147,251,420,164,2,4,139,26,1692.0999755859375,40104
0,23,33,0,420,2,1,0,59,413.79998779296875,40142
2,131,811,418,195,0,1,179,100,878.7000122070312,40185
537,149,175,363,856,0,60,58,93,12866.7001953125,40226
375,324,33,0,790,2,1,198,59,2649.699951171875,40271
2,132,811,418,195,0,1,179,100,878.7999877929688,40308
2,131,811,418,195,0,1,179,100,878.7000122070312,40354
3,131,810,418,195,0,1,179,100,881.7999877929688,40401
111,23,33,0,0,2,72,0,52,12362.2001953125,40466
0,844,13,171,218,1,1,32,35,1166.0999755859375,40511
0,23,33,0,0,0,30,0,59,4900.60009765625,40552
4,131,809,418,195,0,1,179,100,884.9000244140625,40590
279,0,913,232,921,1,66,113,100,13088.7001953125,40632
4,131,809,418,194,0,1,179,100,883.9000244140625,40670
130,231,418,1000,490,0,10,197,90,3736.199951171875,40718
0,23,930,0,915,2,100,0,59,17739.400390625,40764
0,32,114,101,91,2,8,50,59,1437.699951171875,40809
0,161,765,527,144,2,27,0,20,5072.7001953125,40847
0,728,33,0,0,2,86,0,59,15080.7998046875,40890
0,132,816,417,195,0,1,179,100,871.9000244140625,40966
1,132,814,417,195,0,1,179,100,874.9000244140625,41013
0,23,428,0,0,2,90,0,59,15084.2001953125,41049
632,350,182,96,550,2,13,106,100,5058.10009765625,41096
0,132,814,417,195,0,1,179,100,871.7000122070312,41146
106,872,1000,318,802,2,37,0,20,8147.0,41188
0,23,189,0,535,2,1,0,59,544.4000244140625,41228
0,132,813,417,195,0,1,179,100,871.5999755859375,41266
0,23,33,0,0,1,1,0,59,14.600000381469727,41307
0,199,88,0,396,2,91,100,38,16079.900390625,41354
0,800,33,0,0,2,1,0,59,770.7999877929688,41393
0,132,814,417,195,0,1,179,100,871.7000122070312,41441
144,661,1000,883,888,2,69,95,34,14033.2998046875,41491
1,132,812,417,195,0,1,179,100,874.7000122070312,41534
0,595,236,0,588,1,1,21,55,1195.199951171875,41574
254,23,813,0,0,2,1,0,7,885.5999755859375,41611
0,23,33,0,0,2,1,0,6,14.600000381469727,41647
1,131,812,417,195,0,1,179,100,874.5999755859375,41680
0,235,956,71,0,1,7,36,81,1354.9000244140625,41718
891,4,998,462,348,1,48,93,67,11727.400390625,41765
1,132,812,417,195,0,1,179,100,874.7000122070312,41802
0,983,33,0,0,2,64,0,67,11613.400390625,41843
1,131,812,417,195,0,1,179,100,874.5999755859375,41880
0,23,413,0,0,2,1,140,59,290.8999938964844,41915
303,219,380,705,505,0,7,196,92,3473.300048828125,41955
0,23,33,0,0,2,1,108,59,193.60000610351562,41991
2,131,812,417,195,0,1,179,100,877.7999877929688,42031
211,272,129,0,0,1,1,97,84,1043.5999755859375,42072
2,131,812,417,195,0,1,179,100,877.7999877929688,42108
0,23,33,0,0,0,1,166,59,300.3999938964844,42143
349,689,406,160,458,1,18,120,60,5359.39990234375,42179
0,132,815,417,195,0,1,179,100,871.7999877929688,42243
0,558,202,463,606,2,1,0,59,1226.4000244140625,42278
596,0,621,875,140,2,1,0,24,2979.39990234375,42315
667,221,526,667,337,0,40,46,53,9787.2001953125,42354
0,132,814,417,195,0,1,179,100,871.7000122070312,42400
0,23,283,0,0,2,1,123,59,246.39999389648438,42435
420,0,930,328,297,1,54,76,34,11121.400390625,42472
0,132,815,417,195,0,1,179,100,871.7999877929688,42524
0,23,33,0,967,2,1,0,59,960.7999877929688,42563
0,45,272,226,638,1,1,57,1,7061.2998046875,42601
0,132,814,417,195,0,1,179,100,871.7000122070312,42640
0,23,611,0,0,2,1,0,22,72.4000015258789,42700
462,0,0,149,544,2,48,134,73,10199.7001953125,42745
0,23,33,346,885,2,1,0,59,1237.5,42781
0,132,815,417,195,0,1,179,100,871.7999877929688,42837
0,589,33,0,0,2,1,0,59,559.7999877929688,42872
0,132,814,417,195,0,1,179,100,871.7000122070312,42913
170,400,0,849,0,1,75,186,90,14034.5,42951
0,132,815,417,195,0,1,179,100,871.7999877929688,43005
0,23,33,653,0,2,1,0,59,691.2000122070312,43053
0,965,875,142,821,2,70,68,100,13534.099609375,43102
0,23,33,0,975,2,1,133,59,1214.5,43138
0,0,65,73,98,0,10,0,43,1649.4000244140625,43174
0,132,814,417,195,0,1,179,100,871.7000122070312,43216
0,1000,332,649,505,2,32,91,31,7169.60009765625,43255
0,132,817,417,195,0,1,179,100,872.0,43315
0,23,33,0,308,2,1,0,59,301.79998779296875,43359
0,23,33,602,0,2,1,0,59,635.0999755859375,43404
204,448,386,406,1000,0,14,0,65,4351.39990234375,43453
0,132,815,417,195,0,1,179,100,871.7999877929688,43494
315,0,0,759,228,2,24,200,26,6707.2998046875,43533
0,23,33,997,0,2,1,0,59,1069.5999755859375,43570
0,132,817,417,195,0,1,179,100,872.0,43620
0,23,33,0,0,2,91,0,59,15221.7998046875,43658
0,132,816,417,195,0,1,179,100,871.9000244140625,43703
71,378,0,147,594,0,1,55,52,1314.699951171875,43747
0,131,811,417,195,0,1,179,100,871.2999877929688,43800
0,791,33,0,0,0,1,0,59,761.7999877929688,43834
639,919,26,604,7,2,1,200,100,3278.800048828125,43874
0,131,809,417,195,0,1,179,100,871.0999755859375,43917
315,14,855,473,818,1,24,200,67,6519.2998046875,43958
0,23,305,0,0,2,1,0,59,41.79999923706055,43998
0,147,0,80,164,0,4,139,100,956.4000244140625,44048
0,23,33,0,0,2,64,0,59,10653.400390625,44092
0,131,810,418,195,0,1,179,100,872.2000122070312,44153
0,132,814,417,195,0,1,179,100,871.7000122070312,44201
203,149,0,363,636,0,60,74,93,11596.900390625,44241
0,23,33,372,0,2,8,0,44,1547.5999755859375,44279
0,131,811,417,195,0,1,179,100,871.2999877929688,44327
0,23,33,0,597,2,1,0,59,590.7999877929688,44366
0,844,13,85,631,0,32,32,35,6807.10009765625,44410
0,131,811,417,195,0,1,179,100,871.2999877929688,44465
279,203,320,232,514,2,15,113,100,4129.2998046875,44502
0,23,33,0,496,2,1,0,59,489.79998779296875,44537
0,23,33,295,0,2,1,0,59,297.3999938964844,44573
0,131,812,417,195,0,1,179,100,871.4000244140625,44617
112,231,418,53,490,0,10,159,29,3197.199951171875,44657
0,131,810,417,195,0,1,179,100,871.2000122070312,44708
0,280,940,527,144,1,27,0,34,5102.10009765625,44745
869,23,33,0,0,2,1,185,59,3116.39990234375,44782
203,816,182,561,550,2,13,106,43,4397.0,44823
0,23,33,883,459,2,1,0,31,1402.199951171875,44863
0,131,811,417,195,0,1,179,100,871.2999877929688,44899
106,872,1000,568,802,2,37,171,20,9127.400390625,44944
0,131,811,417,195,0,1,179,100,871.2999877929688,44986
0,23,33,0,0,0,1,0,59,14.600000381469727,45040
0,23,994,0,0,2,1,181,82,330.8999938964844,45083
0,821,1,0,517,1,91,100,38,16822.900390625,45123
0,131,811,417,195,0,1,179,100,871.2999877929688,45162
144,814,420,511,888,1,8,0,56,3419.199951171875,45208
0,131,811,417,195,0,1,179,100,871.2999877929688,45245
0,23,33,0,0,1,1,0,2,14.600000381469727,45283
0,23,33,0,0,0,20,0,59,3208.60009765625,45335
0,131,811,417,195,0,1,179,100,871.2999877929688,45382
0,595,236,0,588,1,8,21,43,2391.10009765625,45427
0,131,811,417,195,0,1,179,100,871.2999877929688,45475
0,23,33,0,534,2,55,0,59,9663.599609375,45518
0,43,956,788,0,1,1,200,81,1126.800048828125,45555
891,920,998,462,197,1,8,93,67,5373.89990234375,45600
691,23,33,743,0,2,1,0,59,3001.39990234375,45639
0,131,811,417,195,0,1,179,100,871.2999877929688,45675
0,23,33,0,0,2,1,168,59,304.29998779296875,45719
0,131,811,417,195,0,1,179,100,871.2999877929688,45756
104,24,813,705,81,2,7,196,88,2416.5,45801
0,131,810,417,195,0,1,179,100,871.2000122070312,45864
0,23,33,0,0,2,1,132,59,237.89999389648438,45901
211,272,129,0,0,1,1,97,84,1043.5999755859375,45940
0,131,810,417,195,0,1,179,100,871.2000122070312,45982
0,532,406,160,458,1,18,120,60,4085.60009765625,46022
237,23,33,0,0,2,1,0,59,753.2000122070312,46062
0,23,33,0,0,2,1,93,59,166.3000030517578,46109
0,131,810,417,195,0,1,179,100,871.2000122070312,46164
171,0,630,778,0,2,1,86,24,1763.300048828125,46210
0,131,810,417,195,0,1,179,100,871.2000122070312,46262
347,23,33,0,0,2,96,0,59,17178.19921875,46306
30,686,526,629,337,0,40,46,53,7908.7001953125,46346
0,23,3,0,775,2,20,0,59,3982.60009765625,46395
420,0,930,328,450,1,54,76,90,11123.099609375,46446
0,131,809,417,194,0,1,179,100,870.0999755859375,46501
0,23,33,0,196,2,1,0,59,189.8000030517578,46540
336,0,520,226,0,1,1,141,65,1560.0,46578
0,131,808,417,194,0,1,179,100,870.0,46618
0,0,0,149,544,1,11,134,97,2493.699951171875,46657
17,23,33,65,0,2,8,0,59,1264.300048828125,46697
0,131,809,417,194,0,1,179,100,870.0999755859375,46752
0,131,808,417,194,0,1,179,100,870.0,46805
0,59,135,0,195,2,1,0,59,231.39999389648438,46842
0,23,33,115,0,2,1,0,59,100.80000305175781,46882
0,23,33,37,0,2,1,28,52,80.69999694824219,46918
71,23,33,0,0,2,1,8,59,236.6999969482422,46954
248,23,33,0,0,2,1,70,59,917.5999755859375,46989
170,986,661,0,0,1,71,86,82,13459.0,47025
0,131,806,418,194,0,1,179,100,870.7999877929688,47090
176,23,147,0,0,1,1,0,78,569.4000244140625,47130
139,33,37,0,148,2,5,0,59,1272.4000244140625,47164
669,650,33,246,158,2,1,0,20,2967.800048828125,47202
92,23,28,0,65,2,1,12,59,375.79998779296875,47238
0,965,875,142,1000,2,70,68,100,13713.099609375,47276
0,23,33,0,0,2,1,152,59,275.0,47315
0,23,145,0,103,2,1,0,61,108.0,47353
0,131,808,418,194,0,1,179,100,871.0,47397
0,23,33,0,0,2,1,18,75,36.79999923706055,47440
0,0,65,73,98,0,1,0,43,148.0,47479
0,1000,332,649,0,2,15,200,31,4170.7001953125,47523
0,23,33,84,71,1,1,19,59,171.1999969482422,47560
0,131,808,417,194,0,1,179,100,870.0,47607
0,684,33,0,0,0,1,0,59,654.7999877929688,47647
204,193,386,78,172,2,52,61,100,9713.7998046875,47685
0,137,33,0,0,2,1,12,59,129.89999389648438,47727
0,23,33,0,0,0,1,0,59,14.600000381469727,47775
82,23,21,3,15,2,1,8,59,286.5,47820
0,131,808,417,194,0,1,179,100,870.0,47862
0,23,736,0,0,2,100,0,59,16806.0,47908
0,60,33,235,0,2,1,19,59,270.0,47942
173,0,0,759,228,2,1,35,41,1679.5999755859375,47977
1,23,74,0,55,2,1,0,63,64.5,48016
0,131,808,417,194,0,1,179,100,870.0,48051
0,131,809,417,194,0,1,179,100,870.0999755859375,48098
0,0,0,147,594,0,1,180,49,1126.0,48138
0,23,33,0,824,0,38,0,59,7077.2001953125,48177
0,23,33,0,0,1,1,194,59,352.20001220703125,48214
0,7,33,0,156,2,1,4,74,142.5,48252
0,23,33,183,100,2,1,0,59,273.20001220703125,48291
639,919,26,604,7,2,1,147,89,3241.699951171875,48333
0,131,809,417,194,0,1,179,100,870.0999755859375,48378
0,46,33,0,0,2,1,0,59,32.0,48422
0,131,809,417,194,0,1,179,100,870.0999755859375,48463
0,23,36,38,0,2,2,0,59,191.89999389648438,48500
0,23,33,523,0,2,1,38,81,599.0,48537
0,23,81,0,0,1,14,17,59,2229.199951171875,48579
451,23,33,0,0,2,1,89,59,1602.0999755859375,48619
315,246,636,473,117,1,24,0,67,5494.60009765625,48662
0,23,82,101,0,2,1,15,59,111.5,48712
28,78,33,0,0,2,1,0,59,138.39999389648438,48761
0,131,809,417,194,0,1,179,100,870.0999755859375,48801
0,23,49,0,187,2,1,0,59,182.39999389648438,48837
0,1000,0,80,164,0,4,200,44,2152.699951171875,48888
203,149,0,1000,636,0,60,74,93,12281.2001953125,48928
0,23,42,0,0,2,1,0,59,15.5,48971
0,47,109,128,0,2,7,8,59,1130.4000244140625,49012
0,23,60,0,6,2,1,11,59,39.599998474121094,49058
0,23,33,0,807,2,1,0,59,800.7999877929688,49100
0,23,33,603,0,1,1,113,59,844.4000244140625,49137
0,131,809,417,194,0,1,179,100,870.0999755859375,49174
20,23,45,19,0,2,1,0,59,71.5999984741211,49212
0,23,0,0,0,2,3,0,62,338.3999938964844,49259
0,131,810,417,194,0,1,179,100,870.2000122070312,49301
0,844,13,85,218,0,1,154,35,1528.199951171875,49341
279,203,905,232,514,2,1,113,100,1843.0999755859375,49381
0,679,378,951,0,2,1,0,59,1084.5999755859375,49425
0,131,807,418,194,0,1,179,100,870.9000244140625,49477
0,23,33,0,0,2,1,0,59,14.600000381469727,49513
0,23,33,73,111,2,1,0,60,163.1999969482422,49550
0,88,33,42,0,2,1,0,78,74.0,49586
0,23,33,0,180,2,7,0,59,1188.4000244140625,49621
0,131,809,417,194,0,1,179,100,870.0999755859375,49661
0,23,19,172,0,2,1,0,58,162.10000610351562,49698
130,644,418,37,490,0,10,197,1,24463.900390625,49742
0,131,808,417,194,0,1,179,100,870.0,49791
0,23,736,0,74,2,1,130,59,378.6000061035156,49829
342,161,765,527,144,1,27,85,94,6266.2001953125,49866
203,350,182,156,550,2,13,106,100,3697.300048828125,49907
106,872,228,318,802,2,6,0,20,2892.60009765625,49946
0,23,212,7,60,2,1,3,51,87.5,49990
0,131,808,417,194,0,1,179,100,870.0,50031
683,23,33,0,0,2,33,0,59,7593.7998046875,50068
35,23,33,113,83,2,1,38,59,362.1000061035156,50105
15,23,33,0,97,2,1,24,59,183.89999389648438,50140
0,131,807,418,194,0,1,179,100,870.9000244140625,50191
0,199,88,0,0,1,91,100,100,15505.5,50229
847,856,33,0,0,2,1,0,59,3537.199951171875,50267
23,103,116,131,0,2,1,0,61,198.60000610351562,50306
0,131,809,417,194,0,1,179,100,870.0999755859375,50349
0,23,33,0,235,2,1,0,59,228.8000030517578,50385
0,131,808,418,194,0,1,179,100,871.0,50434
0,23,177,0,0,2,98,80,59,16559.400390625,50468
0,23,33,0,74,2,1,18,59,102.0999984741211,50501
0,450,420,561,888,1,8,0,56,2685.199951171875,50535
76,9,33,72,0,2,9,0,59,1625.9000244140625,50569
0,23,193,0,0,2,1,0,59,30.600000381469727,50607
96,595,236,0,588,1,1,21,55,1502.4000244140625,50644
0,529,33,0,0,2,1,0,59,499.79998779296875,50678
0,131,809,417,194,0,1,179,100,870.0999755859375,50716
0,0,956,395,0,1,1,157,81,672.0999755859375,50752
0,140,33,786,0,2,1,0,59,849.2000122070312,50786
0,23,33,0,0,2,1,0,37,14.600000381469727,50820
0,131,808,417,194,0,1,179,100,870.0,50866
0,8,33,0,96,2,5,0,59,752.7000122070312,50902
0,131,808,417,194,0,1,179,100,870.0,50943
0,23,496,0,0,2,1,0,64,60.900001525878906,50979
891,920,242,462,748,1,8,93,88,5882.0,51015
0,23,33,0,0,2,10,19,59,1551.5999755859375,51051
0,131,807,417,194,0,1,179,100,869.9000244140625,51103
447,24,254,705,81,2,7,196,88,3500.800048828125,51147
0,131,805,418,194,0,1,179,100,870.7000122070312,51194
336,272,129,203,0,1,43,97,48,8685.2001953125,51238
0,532,406,160,458,1,86,120,60,15591.2001953125,51277
0,23,564,566,0,0,1,0,59,595.5,51314
17,17,166,0,0,2,8,0,62,1240.800048828125,51350
0,23,33,0,112,1,1,3,64,112.30000305175781,51394
0,131,807,417,194,0,1,179,100,869.9000244140625,51452
0,23,33,0,0,2,1,0,97,14.600000381469727,51487
437,745,0,778,0,2,4,86,24,3188.39990234375,51524
0,23,25,97,0,2,1,0,51,84.5999984741211,51559
0,437,33,0,0,2,1,0,59,407.79998779296875,51594
0,23,33,0,0,2,1,0,59,14.600000381469727,51626
0,131,806,418,194,0,1,179,100,870.7999877929688,51677
0,131,808,417,194,0,1,179,100,870.0,51716
880,221,526,552,337,1,40,103,53,10470.400390625,51752
0,131,806,417,194,0,1,179,100,869.7999877929688,51802
0,23,33,39,0,2,1,0,59,32.400001525878906,51836
0,23,33,859,231,1,1,0,59,1147.800048828125,51870
420,0,930,328,120,1,54,34,34,10809.2001953125,51908
102,23,33,0,24,2,1,9,67,359.6000061035156,51943
0,23,33,0,0,2,35,46,59,5831.2001953125,51977
11,23,26,0,106,2,27,0,59,4533.2001953125,52008
0,23,33,0,0,2,2,0,59,176.89999389648438,52042
106,5,0,565,736,1,1,0,65,1666.800048828125,52074
141,23,33,68,0,2,10,4,59,2005.300048828125,52106
0,130,804,418,194,0,1,179,100,870.5,52139
0,23,239,0,0,2,1,0,70,35.20000076293945,52173
0,23,33,0,0,0,1,0,59,14.600000381469727,52207
0,23,33,128,0,1,8,16,67,1304.9000244140625,52239
0,23,33,115,0,1,7,0,59,1098.4000244140625,52273
1,23,33,104,0,2,1,0,59,93.5,52307
0,23,33,0,0,2,1,0,59,14.600000381469727,52341
0,23,33,0,0,2,1,4,50,22.100000381469727,52375
0,0,887,149,544,1,11,134,100,2567.199951171875,52411
0,131,806,418,194,0,1,179,100,870.7999877929688,52468
0,194,33,179,0,2,1,10,59,219.1999969482422,52502
0,313,33,0,0,2,1,21,69,316.70001220703125,52537
25,23,33,188,0,2,1,0,59,259.70001220703125,52570
0,23,33,0,0,2,8,0,59,1178.5,52605
0,131,808,417,194,0,1,179,100,870.0,52645
0,23,158,0,0,2,27,0,59,4403.89990234375,52679
170,0,661,849,0,1,52,200,90,10183.400390625,52716
0,23,33,206,0,2,1,0,61,199.5,52750
0,965,875,142,821,2,70,68,100,13534.099609375,52787
0,131,807,417,194,0,1,179,100,869.9000244140625,52836
6,23,141,67,98,2,1,0,59,170.3000030517578,52871
130,23,33,0,45,2,3,0,59,793.0,52906
0,12,33,0,0,2,3,0,59,331.5,52939
678,0,65,73,98,1,1,0,43,2317.60009765625,52976
0,131,807,417,194,0,1,179,100,869.9000244140625,53016
16,67,33,0,0,2,2,0,59,258.20001220703125,53050
0,131,806,417,194,0,1,179,100,869.7999877929688,53098
0,144,332,649,811,2,1,200,31,2211.199951171875,53135
0,23,527,0,0,2,1,0,59,64.0,53170
39,23,33,0,0,2,1,1,48,122.4000015258789,53211
0,54,33,0,0,2,19,0,59,3070.39990234375,53243
37,147,33,129,0,2,4,0,59,769.5999755859375,53275
0,23,33,295,0,2,1,0,59,297.3999938964844,53308
204,193,198,78,1000,2,1,0,44,1831.699951171875,53344
0,131,805,417,194,0,1,179,100,869.7000122070312,53505
0,130,803,418,194,0,1,179,100,870.4000244140625,53542
0,130,804,417,194,0,1,179,100,869.5,53592
0,855,33,0,0,2,4,0,59,1333.4000244140625,53628
0,23,33,0,0,2,1,0,62,14.600000381469727,53660
173,0,0,759,228,2,1,35,41,1679.5999755859375,53693
0,150,57,0,2,1,1,0,59,121.80000305175781,53729
166,23,35,28,0,2,1,0,57,535.7000122070312,53765
0,23,668,0,0,2,1,0,59,78.0999984741211,53801
0,130,802,417,193,0,1,179,100,868.2999877929688,53838
0,0,0,147,594,1,1,73,49,888.0999755859375,53875
639,919,1000,604,7,2,27,147,89,7646.39990234375,53912
50,23,33,0,655,1,1,67,59,933.2000122070312,53948
54,23,166,105,134,2,1,3,62,406.8999938964844,53983
0,23,33,0,0,2,53,0,59,8792.2001953125,54025
0,23,33,69,0,2,1,0,76,59.400001525878906,54060
13,38,33,0,0,1,1,0,59,59.400001525878906,54095
0,130,802,418,194,0,1,179,100,870.2999877929688,54149
0,23,33,192,0,2,6,0,59,1016.5999755859375,54187
315,0,636,417,117,1,24,0,67,5414.10009765625,54227
442,657,33,0,0,2,1,0,59,2042.199951171875,54260
0,990,0,80,164,0,4,139,42,2008.0,54295
0,131,807,417,194,0,1,179,100,869.9000244140625,54335
0,23,33,0,70,2,1,49,59,154.89999389648438,54369
0,167,33,0,0,2,3,0,59,476.20001220703125,54403
6,178,56,0,0,2,4,15,64,700.9000244140625,54438
203,0,0,363,636,2,59,171,93,11512.2998046875,54472
0,130,803,418,194,0,1,179,100,870.4000244140625,54524
0,844,13,0,218,1,1,0,35,1031.800048828125,54558
0,23,728,0,156,2,1,0,70,219.3000030517578,54593
0,131,807,417,194,0,1,179,100,869.9000244140625,54632
0,23,33,0,0,2,1,170,59,308.0,54666
0,30,2,0,0,2,16,0,59,2538.800048828125,54700
0,23,11,0,72,2,1,5,60,79.0999984741211,54735
279,501,905,212,624,2,1,113,100,2194.199951171875,54771
0,23,33,114,0,2,1,8,59,113.0,54807
0,130,803,418,194,0,1,179,100,870.4000244140625,54856
0,131,807,417,194,0,1,179,100,869.9000244140625,54896
130,450,418,37,490,0,10,197,90,3095.0,54934
0,130,804,417,194,0,1,179,100,869.5,54980
0,23,498,883,0,2,44,0,59,8103.7001953125,55016
109,23,33,0,179,2,5,0,51,1198.0,55053
0,161,165,527,144,0,27,52,34,5205.7998046875,55096
0,23,760,377,0,2,1,0,51,426.0,55130
0,23,224,0,0,2,1,12,59,52.599998474121094,55161
0,350,144,156,550,2,13,106,100,3047.699951171875,55197
0,23,16,0,0,1,1,37,59,71.80000305175781,55233
0,23,33,0,6,2,13,0,64,2029.199951171875,55275
0,130,803,418,194,0,1,179,100,870.4000244140625,55336
0,131,806,417,194,0,1,179,100,869.7999877929688,55381
0,23,33,728,0,2,1,0,26,773.7000122070312,55423
91,23,33,53,99,2,1,13,62,444.20001220703125,55460
106,872,1000,318,0,2,6,97,20,2630.89990234375,55497
0,55,88,0,0,1,91,100,55,15451.099609375,55535
0,130,803,418,194,0,1,179,100,870.4000244140625,55599
0,863,33,0,0,2,1,0,59,833.7999877929688,55637
0,450,413,203,888,1,8,0,80,2532.800048828125,55681
0,23,33,0,19,2,1,13,59,50.5,55718
0,23,33,0,0,2,1,0,59,14.600000381469727,55752
0,595,236,0,117,1,1,58,82,759.7000122070312,55801
0,131,806,417,194,0,1,179,100,869.7999877929688,55853
0,130,803,417,194,0,1,179,100,869.4000244140625,55902
0,23,33,26,14,2,7,9,45,1050.199951171875,55937
0,23,298,0,0,2,1,0,59,41.099998474121094,55980
0,23,33,0,156,2,1,0,59,149.8000030517578,56023
269,0,527,395,318,1,1,157,81,1807.800048828125,56061
0,130,802,417,194,0,1,179,100,869.2999877929688,56123
0,23,33,0,0,2,1,7,59,25.700000762939453,56172
47,154,33,0,0,1,1,0,59,275.20001220703125,56217
0,130,801,417,193,0,1,179,100,868.2000122070312,56281
891,920,998,462,448,2,8,142,51,5776.60009765625,56323
930,23,33,0,0,2,1,0,87,2970.800048828125,56361
104,0,0,705,81,2,7,196,83,2415.800048828125,56406
0,23,33,0,480,2,1,0,59,473.79998779296875,56446
0,129,797,417,192,0,1,179,100,866.7000122070312,56487
0,130,798,417,193,0,1,179,100,867.9000244140625,56539
0,23,808,523,323,0,1,0,59,898.7999877929688,56573
211,0,129,0,0,1,1,97,84,785.4000244140625,56609
120,124,58,153,91,1,1,0,52,625.2999877929688,56648
88,23,40,0,47,1,1,11,59,344.6000061035156,56680
0,129,796,417,193,0,1,178,100,866.5,56728
235,532,406,160,458,1,18,186,60,4957.89990234375,56763
0,211,33,0,0,2,1,0,59,181.8000030517578,56795
171,0,630,923,0,2,1,200,24,2438.60009765625,56830
30,221,526,605,0,0,40,97,53,7454.2998046875,56867
742,23,33,0,0,2,1,0,59,2369.199951171875,56903
0,128,789,418,192,0,1,178,100,865.7000122070312,56937
0,23,70,0,16,2,1,22,59,66.0,56969
0,23,953,0,0,2,1,0,59,106.5999984741211,57001
0,129,792,418,192,0,1,178,100,866.0999755859375,57052
0,23,33,0,0,1,18,3,59,2876.0,57084
420,22,930,0,120,1,54,0,34,10508.900390625,57116
0,128,788,417,191,0,1,178,100,863.5999755859375,57166
0,23,33,598,0,2,1,98,2,5956.0,57200
0,126,776,417,190,0,1,178,100,861.2000122070312,57235
0,332,33,0,0,0,1,0,59,302.79998779296875,57268
0,45,520,226,638,1,1,146,65,1135.300048828125,57304
0,0,0,149,544,1,1,134,97,828.7000122070312,57342
0,350,33,243,0,2,1,0,59,369.3999938964844,57378
0,127,780,417,190,0,1,178,100,861.7000122070312,57426
0,23,33,0,0,1,1,0,59,14.600000381469727,57461
0,126,774,417,189,0,1,178,100,860.0,57514
0,124,755,417,186,0,1,178,100,854.9000244140625,57550
170,0,661,849,0,1,23,86,90,5215.2001953125,57586
0,23,33,0,0,2,1,0,21,14.600000381469727,57622
0,762,875,142,821,2,70,153,100,13427.7998046875,57658
0,23,33,0,90,2,9,0,56,1436.5999755859375,57694
0,470,33,0,0,2,1,0,59,440.79998779296875,57729
0,0,65,73,98,2,1,0,95,148.0,57767
0,125,763,417,187,0,1,178,100,856.7999877929688,57820
0,919,0,649,811,2,1,200,63,2175.800048828125,57857
0,23,33,0,0,2,97,0,59,16237.0,57894
0,123,751,417,186,0,1,178,100,854.4000244140625,57945
204,193,198,1000,1000,2,1,0,44,2741.699951171875,57981
0,0,0,0,1000,2,1,110,41,1263.5999755859375,58018
0,23,33,0,0,2,32,0,85,5239.0,58050
0,118,718,417,180,0,1,178,100,844.5999755859375,58085
0,120,727,417,182,0,1,178,100,847.7000122070312,58133
137,137,33,54,0,2,1,7,59,569.9000244140625,58169
0,23,33,0,0,2,1,122,59,219.8000030517578,58206
480,23,33,0,0,2,1,0,59,1530.800048828125,58241
0,0,0,31,594,0,1,73,49,760.5,58280
0,117,712,417,180,0,1,178,100,843.9000244140625,58333
0,109,654,417,171,0,1,177,100,827.4000244140625,58371
0,919,0,0,7,0,51,147,89,9536.099609375,58405
0,23,33,0,0,2,20,0,59,3208.60009765625,58440
0,23,33,0,0,2,1,0,10,14.600000381469727,58472
315,0,87,417,117,2,24,0,67,5382.89990234375,58511
0,112,671,417,174,0,1,177,100,832.4000244140625,58561
0,108,643,417,169,0,1,177,100,824.2000122070312,58612
0,667,33,0,355,2,1,0,79,991.7999877929688,58644
0,147,0,0,164,0,4,139,100,940.4000244140625,58677
0,350,0,363,636,2,13,171,93,3259.5,58711
0,94,544,417,154,0,1,176,100,796.9000244140625,58745
0,23,33,0,0,2,1,0,88,14.600000381469727,58780
0,98,575,417,159,0,1,176,100,805.4000244140625,58840
0,31,33,0,0,2,1,0,59,20.200000762939453,58874
