fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,timestamp
1,28,0,32,398,2,1,72,75,513.7000122070312,40728
0,0,213,400,38,0,55,10,32,9476.5,40769
300,0,1,3,7,2,1,2,15,955.4000244140625,40808
3,0,216,3,7,2,1,2,96,38.20000076293945,40851
0,28,1,24,400,2,1,72,75,507.5,40908
86,67,210,226,49,0,71,17,3,12881.7001953125,40948
17,54,78,0,47,2,62,113,63,10642.2001953125,40992
3,0,340,3,7,2,1,2,96,50.599998474121094,41038
0,30,2,14,400,2,1,73,75,508.8999938964844,41085
86,273,15,183,276,1,51,59,21,9596.900390625,41125
3,144,1,233,7,2,1,2,96,260.70001220703125,41172
3,0,1,125,7,2,1,2,68,129.8000030517578,41220
353,0,0,241,199,2,87,49,79,15994.5,41269
0,49,0,13,400,2,1,73,70,536.0999755859375,41327
3,0,29,3,270,2,1,189,48,684.0999755859375,41373
1,19,0,38,398,2,1,71,77,515.5,41421
15,390,62,224,391,1,29,14,35,5625.5,41470
0,45,0,19,395,2,1,70,68,526.9000244140625,41527
400,400,192,400,11,1,1,10,42,1767.5,41572
3,0,1,3,52,2,1,2,96,49.599998474121094,41620
1,21,0,36,400,2,1,72,77,516.9000244140625,41665
0,41,1,23,398,2,1,76,73,528.0,41720
0,210,266,331,74,1,26,122,54,4841.7001953125,41763
168,0,1,3,7,2,1,2,81,521.5,41809
0,0,205,25,71,0,79,57,37,13425.599609375,41856
1,23,0,35,399,2,1,70,76,513.5999755859375,41903
0,38,0,24,397,2,1,71,71,518.2999877929688,41953
3,0,1,88,7,2,100,2,9,16781.0,41996
7,65,312,400,246,2,55,104,64,9865.7001953125,42034
1,24,0,34,399,2,1,72,76,515.2000122070312,42076
3,0,1,3,7,1,1,2,96,16.799999237060547,42112
0,163,354,124,396,2,6,153,72,1649.800048828125,42150
3,112,1,3,8,1,80,2,83,13470.7001953125,42189
1,14,1,39,400,2,1,70,78,515.5,42246
130,204,327,0,315,0,17,29,69,3669.300048828125,42283
3,0,1,48,7,2,1,71,96,120.9000015258789,42321
1,20,0,35,399,2,1,71,76,514.4000244140625,42361
400,207,155,127,87,0,68,59,77,12990.0,42397
3,0,1,3,7,0,1,2,50,17.799999237060547,42436
75,107,208,200,233,0,58,200,52,10657.599609375,42473
0,38,0,21,400,2,1,72,72,520.7000122070312,42526
3,0,1,140,7,2,1,7,44,160.10000610351562,42572
1,22,0,35,399,2,1,71,76,514.5999755859375,42613
3,0,1,247,7,2,1,2,96,263.20001220703125,42655
136,359,15,87,232,1,64,165,55,11999.099609375,42692
145,108,214,75,165,0,22,197,4,9637.599609375,42736
3,0,1,3,290,2,99,2,39,16859.400390625,42772
3,4,1,3,7,0,1,2,96,16.799999237060547,42808
0,27,0,29,398,2,1,72,76,505.79998779296875,42860
0,27,0,26,398,2,2,72,76,672.7999877929688,42902
19,400,46,241,310,1,52,66,42,9589.599609375,42943
301,0,1,380,7,2,1,2,96,1361.699951171875,42981
0,31,0,27,398,2,1,71,74,509.0,43037
232,67,281,357,59,0,72,200,81,13288.599609375,43075
234,179,219,61,396,1,12,83,87,3274.10009765625,43115
3,0,150,3,7,2,37,2,96,6094.2998046875,43150
1,28,0,30,398,2,1,71,75,510.20001220703125,43191
0,27,1,27,399,2,1,72,75,506.1000061035156,43240
3,0,1,3,252,2,1,2,82,238.5,43283
29,242,14,0,325,2,67,94,89,11913.0,43327
127,77,336,392,243,2,1,76,76,1166.5999755859375,43371
3,0,1,3,7,2,1,28,85,43.099998474121094,43408
3,0,264,3,7,2,14,2,96,2216.39990234375,43449
0,30,0,28,398,2,1,72,75,508.29998779296875,43486
1,25,0,32,399,2,1,71,76,511.6000061035156,43524
396,200,184,84,8,2,8,131,71,2847.699951171875,43563
4,0,135,102,0,2,21,81,100,3525.0,43612
1,27,0,30,398,2,1,72,75,511.3999938964844,43651
344,78,56,140,62,2,14,77,20,3878.800048828125,43690
3,0,1,3,7,2,1,2,82,16.899999618530273,43729
1,26,0,32,398,2,1,72,76,512.2000122070312,43766
1,23,0,32,399,2,1,71,76,511.3999938964844,43802
3,382,1,3,7,2,1,2,99,372.79998779296875,43839
3,0,1,26,163,2,1,2,96,174.6999969482422,43876
122,396,0,116,111,0,98,80,61,17446.19921875,43921
3,0,1,3,326,2,1,2,96,312.3999938964844,43964
0,117,164,23,355,0,90,200,71,15812.2001953125,44002
273,0,1,3,7,0,1,2,96,857.4000244140625,44040
341,167,159,0,400,2,70,184,88,13531.2998046875,44078
1,25,0,32,399,2,1,71,76,511.6000061035156,44117
1,29,0,30,399,2,1,71,75,511.29998779296875,44153
1,25,0,32,399,2,1,72,76,513.0999755859375,44189
3,0,1,208,7,1,1,2,96,220.3000030517578,44228
400,263,110,400,31,0,27,0,37,6075.89990234375,44274
3,0,1,3,7,2,1,2,96,16.799999237060547,44312
0,29,0,28,398,2,1,72,75,507.29998779296875,44375
3,164,1,3,7,2,1,127,74,338.79998779296875,44424
178,10,375,314,49,1,1,177,91,1153.0,44465
0,27,0,29,398,2,1,72,75,507.1000061035156,44510
252,356,38,0,218,1,25,17,26,5482.7001953125,44560
0,28,0,26,400,2,1,71,75,506.6000061035156,44618
0,0,213,0,195,0,55,10,32,9353.2001953125,44659
319,67,210,26,49,0,1,17,100,1145.699951171875,44701
3,0,1,3,156,2,1,143,18,1002.7000122070312,44738
3,0,1,3,178,2,14,2,96,2362.39990234375,44775
0,27,0,28,399,2,1,71,75,505.70001220703125,44823
0,31,0,25,399,2,1,72,74,511.1000061035156,44874
17,48,175,0,47,0,22,113,63,3878.800048828125,44922
3,109,1,149,7,2,1,2,21,172.5,44957
3,0,1,64,165,2,98,2,96,16574.400390625,45001
0,29,0,27,399,2,1,72,75,508.1000061035156,45045
0,32,0,24,399,2,1,73,74,513.2999877929688,45106
370,273,294,183,276,2,11,20,21,3536.699951171875,45145
74,0,0,15,0,2,87,49,100,14815.7998046875,45196
3,0,1,3,7,1,1,93,96,100.9000015258789,45240
1,26,0,31,399,2,1,71,76,510.6000061035156,45283
3,0,1,3,170,2,35,106,96,6024.7998046875,45320
15,390,62,224,0,1,29,14,100,5206.2998046875,45360
400,400,192,131,11,1,1,0,42,1687.0,45406
0,35,0,23,398,2,1,72,74,513.7000122070312,45461
0,25,0,31,399,2,1,71,76,507.29998779296875,45510
3,114,1,3,75,2,35,2,96,5925.60009765625,45549
3,0,1,3,40,2,1,2,96,40.0,45586
0,28,0,26,400,2,1,71,75,506.6000061035156,45638
0,256,266,298,74,1,1,41,1,4853.7001953125,45676
268,314,1,3,7,2,1,2,96,1152.800048828125,45724
3,0,36,3,7,2,1,2,96,20.200000762939453,45765
0,0,63,25,144,1,28,42,90,4743.2998046875,45807
7,65,312,400,400,0,55,104,60,10032.0,45846
3,0,1,3,7,2,1,177,96,190.6999969482422,45890
0,163,330,131,2,2,6,64,72,1120.800048828125,45932
0,28,0,28,399,2,1,71,75,506.0,45976
0,24,1,27,399,2,1,73,76,505.79998779296875,46031
130,204,327,0,0,0,17,137,69,3524.0,46077
0,26,0,28,399,2,1,72,76,505.6000061035156,46125
3,0,254,3,7,2,1,2,96,42.0,46162
3,0,114,3,7,1,1,2,94,28.100000381469727,46198
0,30,1,25,399,2,1,72,75,508.70001220703125,46256
311,0,375,127,87,2,68,59,100,12510.7001953125,46305
0,28,0,27,399,2,1,72,75,507.1000061035156,46349
3,0,385,3,7,2,1,2,96,55.099998474121094,46401
288,107,164,200,233,1,59,92,52,11278.2001953125,46453
0,23,1,28,400,2,1,71,76,504.79998779296875,46517
157,359,15,87,232,0,1,165,55,1406.699951171875,46564
3,0,1,3,7,2,76,2,96,12681.7998046875,46611
3,282,1,3,7,2,1,39,96,314.0,46656
0,19,1,28,400,2,1,70,78,500.70001220703125,46706
0,21,1,30,399,2,1,71,77,504.70001220703125,46767
145,242,191,75,245,0,22,197,69,4800.2998046875,46814
3,55,1,346,7,0,13,2,96,2374.10009765625,46854
19,25,46,241,310,1,52,120,42,9418.7998046875,46893
0,26,1,24,400,2,1,72,76,504.20001220703125,46946
3,400,307,3,7,2,1,14,96,404.20001220703125,46984
232,326,281,314,44,0,6,200,100,2208.39990234375,47021
234,179,219,33,396,1,12,83,87,3268.5,47061
3,197,1,3,7,2,1,2,96,187.8000030517578,47102
0,20,1,30,400,2,1,71,77,505.6000061035156,47159
0,23,1,29,399,2,1,71,76,504.8999938964844,47200
3,120,1,3,75,2,1,2,96,178.8000030517578,47235
0,55,14,0,232,2,1,94,96,363.6000061035156,47273
90,0,22,339,400,1,100,76,77,17653.400390625,47311
0,20,1,25,400,2,1,71,77,500.1000061035156,47367
320,0,1,3,7,2,12,145,96,3029.0,47402
3,0,1,3,7,1,100,29,96,16772.599609375,47439
0,16,2,22,400,2,1,71,79,494.0,47477
114,200,184,84,213,2,8,0,71,1948.800048828125,47521
4,157,135,102,0,2,21,4,100,3549.60009765625,47559
329,0,144,26,7,2,1,2,96,1073.800048828125,47599
63,0,1,3,340,2,1,2,96,518.4000244140625,47635
345,321,385,140,373,2,20,77,91,5108.0,47673
0,18,1,28,399,2,2,70,78,666.0999755859375,47726
3,0,1,3,7,2,1,17,96,29.399999618530273,47763
0,26,1,27,399,2,1,72,76,504.5,47807
3,0,1,3,7,2,70,2,96,11666.599609375,47850
122,396,118,116,111,0,10,117,61,2622.5,47889
0,117,164,23,45,1,90,92,100,15296.0,47927
0,16,2,26,400,2,1,72,79,499.8999938964844,47980
0,15,2,23,400,2,1,71,78,496.29998779296875,48046
0,10,3,23,400,2,2,71,81,658.9000244140625,48100
120,0,1,68,7,2,1,2,96,439.29998779296875,48137
341,167,159,91,83,1,20,184,47,4970.39990234375,48175
22,263,110,121,31,0,12,146,37,2649.300048828125,48224
3,0,1,3,7,2,64,187,96,10859.900390625,48267
0,24,1,27,399,2,1,71,76,502.79998779296875,48316
178,272,375,194,312,0,1,177,91,1384.699951171875,48355
0,12,2,23,400,2,1,70,80,492.20001220703125,48412
3,0,1,3,7,1,1,2,96,16.799999237060547,48456
0,3,3,20,400,2,2,68,83,648.2000122070312,48502
3,355,17,3,7,2,1,2,96,345.79998779296875,48549
123,0,36,12,83,0,5,200,82,1397.0999755859375,48594
0,221,213,0,0,0,55,10,32,9362.400390625,48641
3,0,1,285,7,2,95,2,7,16020.0,48679
0,14,3,20,400,2,2,71,79,658.0999755859375,48731
0,21,1,27,400,2,1,71,77,502.3999938964844,48771
319,67,210,26,0,1,1,0,100,1078.0999755859375,48816
3,0,1,3,19,2,79,106,96,13318.599609375,48855
0,16,2,18,400,2,1,71,79,489.6000061035156,48907
378,0,1,3,220,2,1,2,96,1406.4000244140625,48947
206,48,175,0,272,0,22,113,63,4708.60009765625,48992
157,273,0,183,276,2,11,59,21,3056.10009765625,49030
0,13,3,10,400,2,2,70,80,650.0999755859375,49070
3,0,1,3,7,0,1,2,96,16.799999237060547,49104
3,0,1,3,7,2,55,2,54,9130.2001953125,49138
0,6,3,20,400,2,2,70,81,653.5999755859375,49190
74,122,0,15,0,2,1,49,100,385.6000061035156,49226
3,48,1,261,320,2,1,2,96,594.9000244140625,49262
114,390,62,224,178,1,25,14,100,5024.2998046875,49303
0,22,1,26,400,2,1,71,77,501.3999938964844,49347
400,400,294,131,87,1,1,120,42,2074.300048828125,49389
92,256,266,298,74,1,26,98,54,5081.89990234375,49438
3,0,1,242,7,2,1,2,96,257.70001220703125,49477
0,4,3,26,400,2,1,70,82,492.0,49531
3,0,1,101,7,2,1,94,96,204.1999969482422,49573
115,0,296,25,71,1,28,0,90,5010.0,49617
0,1,4,19,400,2,2,70,83,649.5,49679
0,21,1,26,400,2,1,71,77,501.29998779296875,49719
3,0,1,98,7,2,1,2,96,100.5,49756
0,6,3,19,400,2,1,70,81,486.0,49809
3,0,1,3,7,2,1,26,96,37.79999923706055,49844
7,65,312,400,116,2,55,76,68,9680.900390625,49887
337,0,1,3,7,2,1,2,96,1062.199951171875,49925
0,163,330,131,364,2,14,64,72,2835.60009765625,49967
0,0,5,13,400,2,2,69,85,639.5999755859375,50013
91,225,327,0,0,2,17,137,69,3418.10009765625,50053
3,0,1,3,252,2,11,2,96,1928.800048828125,50091
3,0,1,348,148,2,1,2,96,513.9000244140625,50128
0,0,4,19,400,2,2,69,83,648.2000122070312,50191
0,19,2,25,400,2,1,71,78,498.8999938964844,50230
3,0,1,391,7,2,1,2,96,421.6000061035156,50268
400,0,120,55,87,2,1,59,77,1488.199951171875,50306
75,299,164,200,233,0,59,13,20,10666.7998046875,50347
0,2,4,19,400,2,2,70,83,649.5999755859375,50410
157,76,15,87,232,0,1,165,55,1133.4000244140625,50456
0,17,2,25,400,2,1,71,78,498.70001220703125,50498
3,0,1,341,7,2,1,2,1,578.7999877929688,50543
145,108,343,0,5,0,19,197,69,3925.39990234375,50584
3,0,1,3,7,2,7,2,96,1007.0,50624
19,25,46,208,202,1,52,120,42,9281.099609375,50661
0,4,4,15,400,2,1,71,82,481.79998779296875,50728
3,0,272,3,300,1,1,2,96,313.3999938964844,50765
192,326,281,26,44,0,6,200,100,2022.800048828125,50806
0,0,6,6,400,2,1,71,85,468.29998779296875,50845
0,4,4,12,400,2,1,69,83,474.29998779296875,50907
240,0,1,3,7,2,1,2,96,751.7999877929688,50943
0,0,5,10,400,2,2,69,85,636.2999877929688,50998
234,179,219,0,0,1,12,83,87,2865.89990234375,51043
3,0,184,3,131,2,1,2,96,135.60000610351562,51092
0,15,2,22,400,2,1,71,79,493.8999938964844,51135
28,25,1,3,7,2,7,2,96,1111.0,51173
3,334,1,3,7,2,1,74,96,405.8999938964844,51214
0,0,5,9,400,2,2,69,85,635.2999877929688,51277
0,55,14,0,232,2,1,200,96,484.29998779296875,51324
3,0,1,3,314,2,1,2,96,300.3999938964844,51372
0,77,383,339,400,2,1,76,76,863.4000244140625,51416
27,0,123,3,7,2,1,2,96,88.0999984741211,51468
3,0,149,3,7,2,1,2,96,31.5,51510
0,219,184,84,213,2,8,84,71,1732.800048828125,51552
0,14,2,22,400,2,1,71,79,493.79998779296875,51596
13,0,1,3,99,2,1,2,82,117.5,51639
88,0,8,102,1,2,21,81,100,3783.39990234375,51682
3,0,1,254,244,2,1,2,96,506.5,51746
344,78,56,140,228,2,14,15,91,3644.300048828125,51808
0,1,5,12,400,2,2,69,85,638.5,51877
0,12,2,21,400,2,1,71,80,491.5,51918
69,0,1,3,7,2,1,2,96,204.60000610351562,51958
0,0,5,13,400,2,1,69,84,474.20001220703125,52009
122,396,118,6,111,0,28,121,61,5652.7998046875,52049
0,0,5,10,400,2,1,69,85,469.79998779296875,52103
3,0,1,3,7,2,1,2,2,103.5,52148
0,288,164,77,45,1,90,92,100,15477.7998046875,52194
400,180,160,12,0,1,20,39,88,4696.2001953125,52234
22,263,110,224,31,0,12,0,37,2240.199951171875,52271
0,0,6,7,400,2,1,68,87,463.29998779296875,52324
3,0,71,3,7,2,1,2,96,23.700000762939453,52359
37,0,4,45,7,2,1,2,96,148.39999389648438,52394
178,10,375,314,49,2,37,177,91,7161.39990234375,52431
0,0,9,0,400,2,2,67,92,620.9000244140625,52471
3,0,1,3,7,2,62,2,96,10313.0,52512
31,0,1,77,7,2,1,7,96,169.6999969482422,52552
123,0,200,12,139,1,44,34,82,7842.89990234375,52591
0,0,7,0,400,2,1,69,88,457.70001220703125,52650
3,0,208,3,7,2,1,54,96,84.5,52686
3,0,1,3,7,2,8,19,96,1194.9000244140625,52723
3,0,0,25,33,2,10,2,96,1547.4000244140625,52759
0,0,11,0,400,2,1,69,93,453.5,52797
0,0,213,0,0,0,55,10,32,9158.2001953125,52838
3,0,206,3,7,2,1,2,96,37.20000076293945,52883
3,46,1,3,7,2,1,2,96,48.400001525878906,52921
0,4,9,0,400,2,2,69,88,629.7000122070312,52976
3,0,1,3,129,2,1,2,96,115.4000015258789,53014
319,400,210,228,0,1,1,0,100,1437.199951171875,53052
1,0,1,3,7,2,1,28,89,37.79999923706055,53090
22,48,175,104,0,0,22,113,34,4040.5,53137
294,0,1,3,7,2,1,2,96,924.5999755859375,53184
0,4,4,19,400,2,1,70,83,483.29998779296875,53236
3,0,1,3,45,2,58,2,96,9674.2001953125,53279
157,273,0,183,276,2,1,59,34,1247.699951171875,53319
0,0,10,0,400,2,2,68,93,621.7000122070312,53375
46,0,1,117,7,2,1,2,100,256.1000061035156,53413
0,8,4,17,400,2,1,70,82,482.5,53454
3,0,1,3,7,2,1,34,96,45.0,53494
74,0,66,15,0,2,1,49,78,297.3999938964844,53541
52,0,1,3,7,2,1,2,94,150.3000030517578,53591
3,0,1,3,37,2,1,2,96,37.599998474121094,53630
54,44,57,20,7,2,11,2,96,1893.699951171875,53671
0,0,11,0,400,2,1,67,95,449.70001220703125,53724
3,4,1,3,48,2,1,2,78,48.0,53761
114,0,62,224,178,1,19,14,100,3772.0,53802
3,0,1,3,7,2,1,173,96,186.39999389648438,53843
3,0,1,3,7,2,4,34,96,535.0,53882
3,0,1,3,100,1,1,2,91,88.0999984741211,53919
3,51,1,3,7,2,4,2,96,549.4000244140625,53957
400,400,192,131,11,0,1,0,42,1687.0,53995
1,0,16,0,399,2,1,65,100,445.8999938964844,54042
48,38,1,3,7,2,15,2,96,2541.60009765625,54078
3,0,341,3,7,2,1,2,96,50.70000076293945,54115
3,2,1,3,7,2,1,2,93,16.799999237060547,54150
17,10,0,3,7,2,1,2,97,56.0,54192
3,0,1,167,7,2,67,2,96,11205.400390625,54235
3,0,1,3,16,2,12,26,96,1888.4000244140625,54272
1,0,13,0,400,2,1,67,96,452.0,54336
73,0,19,3,7,2,1,2,97,219.10000610351562,54374
0,256,266,298,74,1,1,84,54,567.2000122070312,54411
3,9,1,3,7,2,9,2,82,1353.5,54451
3,0,33,3,7,1,2,2,96,178.10000610351562,54497
0,0,296,25,0,2,16,57,90,2611.60009765625,54548
3,289,1,3,7,2,1,111,96,402.8999938964844,54590
35,0,62,5,7,2,1,2,96,104.4000015258789,54633
0,0,15,0,399,2,1,67,98,446.70001220703125,54690
22,44,78,18,20,2,1,13,96,126.80000305175781,54728
26,0,1,16,7,2,1,2,85,85.19999694824219,54764
3,0,1,3,7,2,1,46,96,56.400001525878906,54802
1,0,18,0,399,2,1,65,100,446.1000061035156,54855
3,62,1,3,7,2,5,10,96,738.0999755859375,54894
0,65,177,12,87,0,92,76,68,15646.0,54936
0,0,17,3,7,2,1,2,96,16.5,54976
56,0,17,24,7,2,10,24,85,1718.9000244140625,55012
0,0,65,3,7,1,1,2,96,21.299999237060547,55059
0,7,18,3,7,2,11,33,96,1714.9000244140625,55103
0,0,17,3,28,2,1,1,96,23.200000762939453,55143
0,0,40,3,4,2,1,18,96,26.899999618530273,55179
23,27,17,3,15,1,1,2,96,91.5999984741211,55214
0,0,6,5,21,2,4,2,96,504.3999938964844,55255
46,0,50,3,30,2,1,2,96,158.8000030517578,55296
14,36,17,3,7,1,12,2,82,1923.300048828125,55334
19,0,17,3,7,2,3,2,96,382.79998779296875,55372
0,23,17,4,7,2,8,2,96,1188.800048828125,55414
8,0,124,3,7,1,13,2,96,2049.300048828125,55449
0,0,15,3,53,2,1,2,96,43.900001525878906,55490
75,0,17,3,7,2,25,2,96,4283.0,55533
0,24,17,3,7,2,1,2,96,23.0,55580
27,0,17,45,42,2,1,4,93,153.6999969482422,55629
46,90,17,3,42,2,1,2,96,253.39999389648438,55671
0,0,22,14,7,2,1,2,96,18.600000381469727,55708
37,0,17,49,9,2,1,2,96,154.8000030517578,55744
0,28,51,32,11,2,1,27,96,63.099998474121094,55783
7,17,17,3,26,2,1,2,96,50.79999923706055,55832
0,0,17,33,7,1,1,33,96,63.79999923706055,55869
0,18,17,3,47,2,1,2,86,50.29999923706055,55908
0,48,39,3,7,2,1,21,96,60.20000076293945,55952
0,12,17,3,7,2,1,8,92,19.700000762939453,55994
45,45,20,3,7,2,3,18,89,527.9000244140625,56035
0,0,17,3,7,2,9,2,96,1336.5999755859375,56079
0,32,24,3,7,1,7,2,96,1028.4000244140625,56116
17,65,10,3,10,2,1,2,96,103.5999984741211,56156
0,59,17,3,7,2,1,2,96,51.0,56206
0,88,66,3,61,2,1,2,96,123.19999694824219,56260
0,43,15,3,42,2,1,9,98,72.5999984741211,56321
0,51,30,7,31,2,6,2,93,903.0999755859375,56365
0,47,31,81,7,2,23,7,96,3771.5,56411
73,0,17,3,7,2,11,30,96,1939.4000244140625,56450
0,19,17,28,7,2,1,2,96,30.100000381469727,56488
30,0,17,3,7,2,1,2,96,85.30000305175781,56526
0,0,4,3,7,2,1,2,96,16.0,56564
95,0,4,30,32,2,1,2,96,342.5,56622
0,0,3,30,7,1,1,2,85,32.20000076293945,56665
0,0,4,3,7,2,1,14,96,21.200000762939453,56715
67,72,4,3,7,2,1,0,96,263.79998779296875,56755
0,0,7,3,7,1,3,2,96,329.79998779296875,56800
0,0,4,3,5,2,7,2,96,995.4000244140625,56843
0,0,4,3,7,2,1,2,94,15.899999618530273,56881
0,14,4,3,7,2,1,38,94,50.0,56921
0,0,4,3,7,2,3,1,97,328.6000061035156,56959
0,48,55,3,7,2,1,2,94,43.0,56997
12,0,32,3,7,2,1,2,94,40.099998474121094,57044
0,55,4,21,26,2,18,2,94,2935.300048828125,57082
0,38,4,4,5,2,1,2,94,32.900001525878906,57118
0,0,4,54,7,2,1,2,94,53.79999923706055,57154
78,0,4,39,7,2,5,2,94,939.0999755859375,57190
0,0,4,3,7,2,1,14,94,21.299999237060547,57227
0,8,4,3,7,2,1,2,94,12.300000190734863,57262
0,1,14,3,74,2,1,2,94,60.70000076293945,57301
35,6,4,43,7,2,1,16,94,156.3000030517578,57341
29,38,4,3,7,2,1,2,94,112.0999984741211,57379
0,8,4,3,7,1,1,2,94,12.300000190734863,57415
0,8,4,3,13,1,6,3,94,842.4000244140625,57452
24,8,4,3,7,2,1,2,94,72.69999694824219,57488
0,8,21,3,21,2,5,2,94,681.0,57525
0,8,4,3,22,2,12,2,94,1865.5,57560
48,8,5,37,47,2,5,2,95,881.5999755859375,57594
0,8,4,50,7,2,1,2,94,49.5,57632
0,8,22,66,23,2,1,2,94,76.0999984741211,57671
0,44,4,3,7,2,14,2,94,2224.89990234375,57719
29,8,4,3,40,2,1,2,94,115.0999984741211,57760
0,22,4,51,49,2,1,2,94,84.80000305175781,57796
0,8,4,63,22,2,1,2,94,72.5999984741211,57832
0,8,4,3,7,2,1,2,83,12.300000190734863,57871
38,28,4,3,7,2,1,28,94,160.3000030517578,57910
65,8,25,6,7,2,1,26,94,226.60000610351562,57947
0,0,4,20,7,2,1,2,94,23.200000762939453,57996
0,8,4,3,7,1,1,2,94,12.300000190734863,58037
0,8,25,58,7,2,14,2,94,2213.199951171875,58075
0,6,4,3,7,2,10,1,94,1509.0,58113
0,8,4,48,7,2,1,23,81,71.19999694824219,58148
23,8,4,4,7,2,1,2,98,70.19999694824219,58190
0,8,4,29,7,2,16,20,94,2552.699951171875,58227
0,63,4,11,7,2,1,2,99,55.79999923706055,58264
21,8,4,52,7,2,2,2,94,272.20001220703125,58302
17,24,4,3,7,2,15,2,94,2428.5,58350
40,8,31,3,66,2,1,2,97,178.5,58392
8,8,15,50,7,2,1,2,94,69.69999694824219,58428
0,8,4,39,7,2,24,25,92,3914.699951171875,58465
0,8,4,3,7,2,12,2,89,1850.5,58503
6,38,4,4,52,2,1,2,94,86.0999984741211,58541
0,8,4,22,27,1,1,2,94,39.70000076293945,58578
0,73,4,3,7,2,1,2,96,62.20000076293945,58616
55,8,4,3,7,2,1,2,80,165.3000030517578,58653
29,24,4,3,30,2,1,2,94,121.0999984741211,58692
1,8,4,3,5,2,9,2,94,1344.0999755859375,58734
0,37,0,3,7,2,1,2,94,33.5,58774
0,37,4,3,7,2,1,2,94,33.5,58810
0,8,67,3,7,2,1,2,94,18.200000762939453,58846
0,8,4,3,12,2,14,3,94,2195.0,58882
0,8,71,3,7,2,1,2,94,18.600000381469727,58918
0,8,4,20,77,2,1,2,94,77.9000015258789,58958
0,8,4,34,51,2,1,27,94,93.9000015258789,59001
0,8,4,8,7,2,5,21,94,688.4000244140625,59043
0,23,52,3,7,2,1,2,88,25.200000762939453,59079
38,21,24,3,7,2,4,5,94,634.7000122070312,59117
25,5,4,59,7,2,1,16,94,141.8000030517578,59155
1,8,4,62,22,1,1,3,100,74.80000305175781,59202
29,8,4,3,9,1,1,1,94,86.4000015258789,59241
86,15,4,3,7,2,1,2,94,271.5,59279
0,8,31,8,7,2,1,27,94,38.79999923706055,59316
0,8,13,14,7,2,1,4,94,19.0,59356
0,8,4,3,7,2,1,2,94,12.300000190734863,59398
0,8,27,3,36,2,12,2,86,1880.300048828125,59435
0,8,27,8,7,1,1,2,94,15.199999809265137,59474
0,8,44,3,7,1,1,1,89,15.600000381469727,59512
17,58,27,47,7,1,1,2,94,103.30000305175781,59549
0,8,4,3,32,2,1,34,99,59.79999923706055,59586
33,8,4,3,4,1,1,2,94,93.69999694824219,59622
35,8,51,54,24,2,1,2,94,169.6999969482422,59661
31,17,4,28,95,2,1,40,85,248.3000030517578,59707
0,70,4,41,19,2,1,2,94,77.0999984741211,59744
0,23,4,3,7,2,1,2,94,22.299999237060547,59780
0,8,4,62,7,2,8,18,86,1234.9000244140625,59818
0,2,4,40,7,2,1,2,96,41.0,59856
7,8,56,19,7,2,7,2,92,1034.300048828125,59894
0,8,4,3,7,2,1,10,94,19.299999237060547,59930
0,45,4,3,12,2,1,2,94,43.900001525878906,59965
5,8,7,3,7,1,1,2,94,23.299999237060547,60002
10,13,4,3,19,2,1,2,94,49.900001525878906,60052
22,19,4,3,79,2,1,0,94,138.8000030517578,60098
0,8,4,3,5,1,1,2,91,12.899999618530273,60133
0,8,14,3,7,2,1,23,94,32.0,60233
0,8,4,3,7,2,1,10,97,18.899999618530273,60269
0,8,4,50,4,1,1,18,94,63.0,60305
0,8,41,29,7,2,1,2,94,31.899999618530273,60351
49,2,69,17,5,2,1,2,94,159.5,60387
2,30,4,3,7,2,1,2,94,33.099998474121094,60428
33,6,4,45,24,2,1,2,94,153.1999969482422,60468
68,8,10,6,7,2,35,2,94,5960.2998046875,60504
24,74,28,3,7,2,2,2,94,301.29998779296875,60540
0,8,12,3,7,1,1,6,94,15.699999809265137,60577
0,8,74,3,7,1,21,2,87,3377.89990234375,60611
44,8,31,3,15,2,1,2,94,140.39999389648438,60648
0,114,4,46,7,2,2,2,94,273.1000061035156,60685
0,8,41,9,83,2,5,2,94,746.2000122070312,60721
0,8,53,3,87,2,10,4,94,1597.800048828125,60756
0,8,4,67,7,2,1,27,95,88.30000305175781,60794
0,8,27,3,7,2,1,2,78,14.5,60842
20,8,4,3,7,1,14,2,68,2253.60009765625,60882
98,8,4,3,7,2,1,6,78,308.5,60920
0,29,4,68,25,2,2,12,94,253.60000610351562,60958
39,8,4,3,72,2,1,2,94,179.10000610351562,60996
0,8,4,20,7,2,10,2,94,1515.5,61033
25,8,4,3,7,2,1,2,84,75.30000305175781,61072
0,8,4,3,7,2,5,2,98,666.0,61110
0,7,37,3,7,2,6,31,94,869.4000244140625,61157
7,8,4,3,62,2,4,6,94,578.5,61200
53,8,4,3,7,2,1,6,94,163.10000610351562,61240
0,11,43,3,7,1,1,2,84,16.100000381469727,61289
0,6,4,3,7,2,13,2,77,2018.199951171875,61329
91,8,4,4,20,1,1,2,94,293.70001220703125,61368
51,8,4,3,7,2,1,2,96,152.39999389648438,61415
31,8,18,3,7,2,7,2,94,1104.0999755859375,61461
0,8,4,3,7,2,7,15,94,1019.0,61505
0,8,14,3,16,2,8,2,94,1182.699951171875,61562
0,8,4,17,35,2,1,2,94,41.599998474121094,61604
